age,gender,degree,salary,tax
56,male,MA,13799,1569.75
49,female,BA,9375,620.0
22,female,PhD,7700,315.0
46,female,PhD,10724,889.8000000000002
32,female,BA,5541,99.10000000000002
31,male,BA,7140,259.0
46,male,BA,9955,736.0
31,female,PhD,8133,371.6
24,female,None,3444,0.0
20,male,None,5000,45.0
57,male,BA,13054,1383.5
59,female,MBA,11941,1133.2
36,male,BA,7905,335.5
50,male,PhD,11548,1054.6000000000001
30,female,MBA,6812,226.20000000000005
27,female,PhD,7600,305.0
33,male,PhD,10762,897.4000000000001
40,male,BA,8880,521.0
25,female,MBA,6149,159.90000000000003
58,female,BA,9963,737.6000000000001
39,male,BA,8751,495.20000000000005
25,male,PhD,9630,671.0
24,female,PhD,8088,362.6
39,male,None,7413,286.3
38,female,MBA,7416,286.6
28,male,PhD,11240,993.0
29,male,MA,9734,691.8000000000002
47,female,None,7617,306.70000000000005
21,male,None,5159,60.900000000000006
57,male,PhD,13684,1541.0
54,female,PhD,10644,873.8000000000002
57,male,MA,13578,1514.5
56,female,MA,12651,1282.75
25,male,BA,6826,227.60000000000002
27,female,BA,4931,42.93
30,male,PhD,11412,1027.4
24,male,None,5456,90.60000000000002
39,male,MA,11781,1101.2
20,female,MBA,4988,44.64
22,female,MA,6860,231.0
47,male,PhD,12005,1146.0
37,female,BA,6030,148.0
54,male,PhD,16014,2123.5
24,male,MBA,7344,279.40000000000003
28,male,MA,8948,534.6000000000001
54,male,PhD,15200,1920.0
22,male,None,5260,71.0
36,female,MBA,7550,300.0
45,female,PhD,11452,1035.4
47,male,MBA,11061,957.2
58,female,None,7408,285.8
31,female,None,4100,18.0
40,female,BA,7649,309.90000000000003
50,female,MBA,10556,856.2
59,female,MBA,12812,1323.0
39,male,MA,10665,878.0
39,male,PhD,12575,1263.75
53,female,None,8346,414.20000000000005
39,male,MBA,9268,598.6000000000001
39,female,None,6629,207.90000000000003
29,female,MBA,6725,217.5
42,male,BA,8411,427.20000000000005
20,female,BA,3895,11.85
33,male,PhD,11073,959.6000000000001
56,male,BA,10085,762.0
24,female,MBA,5796,124.60000000000002
29,male,BA,6988,243.8
27,male,MBA,7756,320.6
42,female,None,5706,115.60000000000002
40,male,BA,8895,524.0
45,male,MA,11150,975.0
51,male,None,11138,972.6000000000001
53,male,PhD,14231,1677.75
36,male,MA,9620,669.0
55,male,None,8500,445.0
21,male,PhD,9558,656.6000000000001
33,female,BA,6144,159.40000000000003
47,female,None,6402,185.2
41,male,MBA,8762,497.4000000000001
27,female,None,4358,25.74
21,male,MBA,7357,280.70000000000005
58,male,MA,14200,1670.0
32,female,PhD,9224,589.8
47,male,BA,10865,918.0
36,female,PhD,9320,609.0
39,male,BA,9444,633.8
38,female,BA,6814,226.40000000000003
21,female,PhD,6995,244.5
36,female,MA,8043,353.6
45,female,PhD,10555,856.0
37,female,MBA,8482,441.4000000000001
57,female,PhD,11226,990.2
48,female,MBA,10012,747.4000000000001
45,female,MBA,8420,429.0
30,male,MA,10138,772.6000000000001
45,female,MA,9492,643.4000000000001
46,male,PhD,11894,1123.8000000000002
36,female,PhD,10768,898.6000000000001
30,male,PhD,11492,1043.4
54,female,PhD,10964,937.8000000000002
54,male,None,9794,703.8000000000002
31,male,MA,9562,657.4000000000001
26,male,None,5906,135.60000000000002
38,male,MBA,8750,495.0
25,female,MA,6914,236.40000000000003
21,male,BA,6263,171.3
23,male,MBA,7787,323.70000000000005
45,male,None,9175,580.0
57,male,MBA,11206,986.2
54,male,MBA,12044,1153.8000000000002
56,male,MA,13115,1398.75
43,female,BA,6723,217.3
50,female,None,6060,151.0
31,male,MBA,8637,472.4000000000001
30,female,MBA,6280,173.0
24,male,MBA,7586,303.6
49,male,MA,13836,1579.0
35,female,MA,7341,279.1
58,female,MBA,12090,1163.0
56,female,MBA,9436,632.2
40,female,MBA,8650,475.0
38,female,PhD,9374,619.8
24,male,PhD,9104,565.8
42,female,BA,6525,197.5
24,male,MBA,7850,330.0
46,male,BA,8905,526.0
43,male,MBA,10029,750.8000000000002
50,male,MBA,10056,756.2
26,male,None,6128,157.8
44,female,None,6096,154.60000000000002
40,male,BA,8951,535.2
28,male,MBA,8676,480.20000000000005
29,female,MBA,6587,203.70000000000005
26,female,MBA,5548,99.80000000000001
26,female,MBA,5554,100.4
21,male,MA,8206,386.20000000000005
42,male,MA,11865,1118.0
30,female,MA,6651,210.10000000000002
49,male,MA,12564,1261.0
23,male,PhD,8826,510.20000000000005
25,male,BA,6656,210.60000000000002
33,male,MA,9308,606.6000000000001
21,female,None,3188,0.0
41,female,MBA,7743,319.3
32,male,MA,10487,842.4000000000001
36,male,MBA,9132,571.4000000000001
22,female,None,3342,0.0
42,male,PhD,12928,1352.0
49,female,MBA,10370,819.0
58,male,BA,10363,817.6000000000001
47,male,None,10211,787.2
50,male,PhD,14232,1678.0
32,male,None,6980,243.0
29,male,MA,9059,556.8
59,female,PhD,14152,1658.0
20,male,None,5000,45.0
21,male,MA,7876,332.6
39,male,MA,11199,984.8000000000002
29,female,PhD,7801,325.1
59,female,MA,12237,1192.4
48,female,MBA,9530,651.0
31,male,MBA,8279,400.80000000000007
43,female,None,6841,229.10000000000002
20,male,None,5000,45.0
37,male,PhD,11929,1130.8000000000002
48,female,MA,8827,510.4000000000001
45,female,MA,8919,528.8
48,male,MA,11357,1016.4000000000001
37,female,None,5448,89.80000000000001
40,male,BA,8617,468.4000000000001
27,female,BA,5083,53.30000000000001
45,female,MA,10486,842.2
37,female,MBA,7764,321.40000000000003
43,female,None,5852,130.20000000000002
55,female,PhD,11765,1098.0
29,female,None,4359,25.77
20,male,None,5000,45.0
25,male,MA,8327,410.4000000000001
38,male,MBA,9696,684.2
59,male,None,11513,1047.6000000000001
39,male,BA,8836,512.2
21,female,MBA,4837,40.11
54,female,None,6808,225.8
24,male,MA,8178,380.6
57,female,BA,9793,703.6000000000001
21,male,MBA,7468,291.8
47,female,BA,8379,420.80000000000007
49,female,PhD,9696,684.2
37,female,None,4717,36.51
40,female,PhD,10120,769.0
37,male,None,8315,408.0
51,male,PhD,11384,1021.8000000000002
33,male,MBA,8870,519.0
49,female,PhD,11966,1138.2
45,male,None,7850,330.0
55,female,PhD,13105,1396.25
52,male,BA,10308,806.6000000000001
26,male,MA,9659,676.8000000000002
31,female,MBA,7561,301.1
59,female,MA,10959,936.8000000000002
24,female,MA,6180,163.0
36,female,MA,7846,329.6
24,female,MBA,5274,72.4
29,female,PhD,7617,306.70000000000005
39,male,PhD,12084,1161.8000000000002
35,female,BA,6774,222.40000000000003
45,male,PhD,14206,1671.5
35,male,MBA,9594,663.8
53,male,BA,11600,1065.0
37,female,BA,7271,272.1
51,male,None,9433,631.6000000000001
35,male,PhD,11012,947.4000000000001
35,male,MA,10283,801.6000000000001
46,female,None,8096,364.20000000000005
25,female,MA,7243,269.3
43,male,MBA,11048,954.6000000000001
29,female,None,4521,30.63
47,male,MBA,12008,1146.6000000000001
58,female,None,8282,401.4000000000001
26,female,PhD,8202,385.4000000000001
52,female,MBA,8654,475.79999999999995
52,female,MA,9932,731.4000000000001
20,female,PhD,7740,319.0
56,female,PhD,11164,977.8000000000002
40,female,MBA,8802,505.4000000000001
36,male,MBA,9518,648.6000000000001
54,male,PhD,13314,1448.5
23,male,MA,8123,369.6
29,male,PhD,10082,761.4000000000001
27,male,BA,7106,255.60000000000002
24,female,BA,4551,31.529999999999998
27,female,PhD,7496,294.6
57,female,MA,12193,1183.6000000000001
41,male,MBA,9912,727.4000000000001
56,female,MBA,11096,964.2
39,female,MA,8580,461.0
26,female,MBA,5962,141.20000000000002
24,female,MA,6143,159.3
39,female,MA,8762,497.4000000000001
27,male,None,6106,155.60000000000002
40,male,None,8700,485.0
23,male,BA,6353,180.3
44,female,PhD,10816,908.2
36,male,None,7016,246.60000000000002
36,male,MBA,8944,533.8
52,male,PhD,14628,1777.0
25,female,MBA,5647,109.70000000000002
31,female,BA,5448,89.80000000000001
36,female,MA,8954,535.8
36,female,None,5400,85.0
53,female,MA,12099,1164.8000000000002
41,female,MBA,7327,277.70000000000005
53,male,PhD,14930,1852.5
33,female,PhD,8621,469.20000000000005
40,female,MBA,8668,478.60000000000014
38,male,BA,8863,517.6000000000001
54,male,BA,10013,747.6000000000001
28,male,PhD,10360,817.0
39,female,None,5128,57.80000000000001
52,male,PhD,13420,1475.0
28,male,MA,9123,569.6000000000001
24,female,MBA,5734,118.4
49,male,MA,11762,1097.4
43,male,MBA,9642,673.4000000000001
58,female,MA,12683,1290.75
55,female,BA,10207,786.4000000000001
43,female,MBA,9717,688.4000000000001
37,female,MA,8202,385.4000000000001
29,female,None,4107,18.21
35,female,BA,6521,197.10000000000002
43,male,PhD,12452,1235.4
58,female,BA,7910,336.0
38,female,None,6240,169.0
55,female,MBA,10989,942.8000000000002
54,female,MA,9750,695.0
26,female,None,4164,19.919999999999998
32,male,PhD,11352,1015.4000000000001
31,female,MA,7041,249.10000000000002
26,male,MA,8363,417.6
32,male,PhD,10828,910.6000000000001
52,female,MBA,9728,690.6000000000001
50,female,MA,10230,791.0
34,male,BA,8674,479.79999999999995
28,female,None,4008,15.24
55,female,None,7270,272.0
59,male,None,11357,1016.4000000000001
52,female,None,9240,593.0
49,female,MA,9895,724.0
38,male,MBA,8880,521.0
44,female,MBA,8150,375.0
32,male,BA,8011,347.20000000000005
55,male,PhD,12446,1234.2
58,female,PhD,10612,867.4000000000001
29,female,PhD,7898,334.8
30,male,MA,9148,574.6000000000001
53,female,PhD,12666,1286.5
37,female,PhD,8357,416.4000000000001
37,female,None,5482,93.20000000000002
54,male,MBA,13472,1488.0
40,female,MA,8977,540.4000000000001
57,female,MBA,9107,566.4000000000001
40,male,MA,10743,893.6000000000001
55,male,MBA,14277,1689.25
29,male,MBA,8199,384.80000000000007
26,female,BA,5032,48.20000000000002
52,female,MA,10379,820.8000000000002
59,male,BA,12631,1277.75
59,male,PhD,17339,2454.75
21,female,MBA,4877,41.309999999999995
56,male,None,8816,508.20000000000005
37,male,MBA,9877,720.4000000000001
33,female,BA,6083,153.3
50,female,MA,10833,911.6000000000001
41,female,MA,9186,582.2
51,male,BA,11703,1085.6000000000001
52,male,BA,9670,679.0
46,male,PhD,13222,1425.5
33,male,BA,7884,333.40000000000003
26,male,PhD,9412,627.4000000000001
39,female,PhD,9010,547.0
22,male,None,5314,76.4
47,female,MA,10155,776.0
31,male,None,6694,214.40000000000003
29,male,BA,7760,321.0
46,male,MA,12637,1279.25
48,female,PhD,12396,1224.2
47,female,BA,7200,265.0
44,male,BA,10797,904.4000000000001
56,female,MBA,11206,986.2
49,male,None,9930,731.0
28,female,None,3840,10.2
55,male,BA,9433,631.6000000000001
39,female,MA,8202,385.4000000000001
52,female,MA,10916,928.2
35,male,BA,7367,281.70000000000005
52,male,None,11016,948.2
23,male,MBA,7773,322.3
51,male,PhD,14979,1864.75
42,female,MA,10124,769.8000000000002
30,male,MBA,8468,438.6
30,male,BA,7542,299.20000000000005
24,male,MA,8747,494.4000000000001
32,female,BA,5247,69.70000000000002
43,male,BA,8682,481.4000000000001
37,male,BA,8981,541.2
40,female,BA,6996,244.60000000000002
58,male,MA,12874,1338.5
23,female,PhD,7147,259.70000000000005
46,female,None,5756,120.60000000000002
50,female,MA,9474,639.8
48,male,MBA,11552,1055.4
37,female,MBA,7497,294.70000000000005
26,female,None,3642,4.26
20,male,BA,6015,146.5
23,male,BA,6611,206.10000000000002
57,male,None,9810,707.0
49,female,BA,7946,339.6
51,male,PhD,15181,1915.25
48,female,MBA,8288,402.6
42,male,PhD,10754,895.8000000000002
38,male,None,8186,382.20000000000005
36,male,MA,11140,973.0
29,female,None,4593,32.79
35,male,BA,8865,518.0
29,male,BA,6854,230.40000000000003
57,male,None,11142,973.4000000000001
57,male,MBA,14599,1769.75
59,male,PhD,12657,1284.25
57,male,None,12215,1188.0
47,female,MBA,8719,488.79999999999995
31,female,None,4782,38.46
56,male,BA,11750,1095.0
49,female,MBA,10143,773.6000000000001
47,male,None,7781,323.1
24,male,MBA,7744,319.40000000000003
22,female,None,3216,0.0
52,female,BA,8776,500.20000000000005
53,female,None,7554,300.40000000000003
34,female,MBA,7386,283.6
44,male,BA,10775,900.0
23,male,PhD,8618,468.6
29,female,MA,7845,329.5
25,female,None,3840,10.2
47,male,MBA,10082,761.4000000000001
46,female,BA,7380,283.0
56,male,PhD,15500,1995.0
52,female,None,6392,184.2
28,female,MBA,5964,141.4
23,female,PhD,6750,220.0
59,male,PhD,14348,1707.0
41,male,BA,9580,661.0
41,female,BA,6935,238.5
55,female,MBA,11613,1067.6000000000001
47,male,PhD,13270,1437.5
35,female,None,5475,92.5
41,female,MBA,8041,353.20000000000005
39,female,MA,7725,317.5
37,male,PhD,10527,850.4000000000001
25,female,BA,5031,48.099999999999994
29,female,MA,6810,226.0
22,male,PhD,9210,587.0
21,male,BA,6360,181.0
49,female,MA,10219,788.8000000000002
56,male,None,11408,1026.6000000000001
51,male,PhD,13303,1445.75
40,male,BA,9086,562.2
31,female,None,4221,21.63
53,female,BA,9397,624.4000000000001
51,male,MA,11798,1104.6000000000001
24,female,None,3448,0.0
29,male,MBA,8297,404.4000000000001
52,male,BA,11913,1127.6000000000001
23,female,PhD,7168,261.8
37,female,PhD,8770,499.0
53,female,PhD,11092,963.4000000000001
47,female,PhD,12184,1181.8000000000002
31,male,MA,9700,685.0
36,male,BA,8993,543.6000000000001
30,female,PhD,8818,508.60000000000014
38,female,BA,7116,256.6
55,male,MBA,10788,902.6000000000001
28,male,BA,7443,289.3
25,female,PhD,7310,276.0
45,female,MBA,8699,484.79999999999995
35,female,BA,6560,201.0
20,male,MA,8381,421.20000000000005
40,female,BA,7146,259.6
49,female,BA,7284,273.40000000000003
20,female,None,3000,0.0
51,female,MBA,8604,465.80000000000007
23,male,None,5411,86.10000000000002
39,male,None,7945,339.5
20,female,MBA,4950,43.5
41,female,BA,8205,386.0
43,male,MBA,9698,684.6000000000001
37,male,MA,10772,899.4000000000001
20,male,PhD,8620,469.0
32,male,BA,7534,298.40000000000003
33,female,None,5431,88.10000000000002
55,female,MA,9325,610.0
53,male,BA,11910,1127.0
34,male,BA,7526,297.6
35,male,None,6500,195.0
33,male,MA,10087,762.4000000000001
23,male,MBA,7881,333.1
42,female,BA,7336,278.6
46,female,None,6380,183.0
29,female,MBA,6501,195.10000000000002
30,female,None,4470,29.099999999999998
52,female,MA,10616,868.2
41,female,MBA,7652,310.20000000000005
35,female,MBA,7091,254.10000000000002
51,male,BA,12181,1181.2
41,male,BA,9562,657.4000000000001
33,female,MA,7488,293.8
54,female,MA,10906,926.2
25,female,MA,6892,234.20000000000005
28,female,MBA,6504,195.40000000000003
51,female,PhD,12123,1169.6000000000001
32,female,MBA,7366,281.6
22,female,MBA,5422,87.20000000000002
31,male,None,6199,164.90000000000003
56,male,MA,12236,1192.2
40,female,None,5140,59.0
44,female,MA,9564,657.8
46,male,MBA,10570,859.0
46,female,MA,10220,789.0
46,female,None,8122,369.4000000000001
32,female,BA,5484,93.4
48,male,BA,10681,881.2
35,male,MBA,10105,766.0
41,male,BA,8405,426.0
51,female,BA,9238,592.6000000000001
38,male,MA,10682,881.4000000000001
54,male,None,11256,996.2
45,male,None,8025,350.0
44,female,BA,7586,303.6
21,female,MBA,5222,67.20000000000002
47,female,MA,9021,549.2
47,male,PhD,13579,1514.75
24,female,MBA,5812,126.20000000000002
52,male,BA,9959,736.8000000000002
47,male,MA,10721,889.2
53,female,MBA,9260,597.0
54,male,BA,10288,802.6000000000001
55,female,MA,12795,1318.75
37,male,MBA,9085,562.0
48,male,None,7856,330.6
44,female,None,7176,262.6
58,female,BA,8133,371.6
46,male,BA,10800,905.0
34,male,MA,9704,685.8000000000002
56,male,MA,14150,1657.5
30,male,MA,9731,691.2
22,female,None,3246,0.0
40,male,PhD,11524,1049.8000000000002
49,male,BA,9983,741.6000000000001
52,male,PhD,14264,1686.0
41,female,BA,7135,258.5
56,male,PhD,13764,1561.0
55,male,BA,9894,723.8000000000002
24,female,MA,6211,166.10000000000002
55,male,MA,12751,1307.75
52,male,BA,9791,703.2
42,female,MA,8597,464.4000000000001
46,male,None,9966,738.2
32,male,PhD,11212,987.4000000000001
33,female,None,5106,55.60000000000002
40,female,None,6120,157.0
27,female,BA,4551,31.529999999999998
27,female,BA,5353,80.30000000000001
39,female,MBA,8298,404.6
43,male,MBA,11616,1068.2
38,male,None,7358,280.8
57,male,BA,13093,1393.25
39,male,None,7736,318.6
54,male,PhD,15214,1923.5
53,female,None,9006,546.2
22,male,PhD,9382,621.4000000000001
52,male,BA,12120,1169.0
32,male,PhD,10484,841.8000000000002
52,male,BA,11480,1041.0
27,male,MA,8847,514.4000000000001
47,female,PhD,10734,891.8000000000002
57,female,MBA,10848,914.6000000000001
36,male,PhD,11912,1127.4
34,male,MBA,9204,585.8
51,female,BA,8262,397.4000000000001
32,female,BA,5936,138.60000000000002
31,female,PhD,9791,703.2
22,female,PhD,7908,335.8
28,male,MA,9439,632.8
44,female,MBA,7500,295.0
26,female,MA,6924,237.40000000000003
42,male,PhD,12944,1356.0
35,male,PhD,11529,1050.8000000000002
57,female,BA,10966,938.2
39,male,PhD,12448,1234.6000000000001
42,female,MBA,7470,292.0
37,female,PhD,9719,688.8000000000002
27,female,MBA,6381,183.10000000000002
43,male,MBA,10761,897.2
26,male,BA,7203,265.3
49,male,BA,9264,597.8
25,female,MBA,5545,99.5
55,female,MA,9644,673.8000000000002
41,male,MA,11069,958.8000000000002
39,female,MA,8191,383.20000000000005
32,male,None,7388,283.8
30,male,PhD,10866,918.2
35,male,BA,8655,476.0
27,male,PhD,10066,758.2
58,female,PhD,11534,1051.8000000000002
54,female,MA,10707,886.4000000000001
24,female,None,3716,6.4799999999999995
29,male,None,6737,218.70000000000005
22,male,MBA,7160,261.0
24,male,BA,6633,208.3
29,female,MA,6915,236.5
50,male,BA,11583,1061.6000000000001
35,female,BA,5700,115.0
22,male,BA,6404,185.40000000000003
54,female,PhD,13016,1374.0
41,male,MA,11705,1086.0
58,female,BA,9215,588.0
32,female,PhD,8424,429.80000000000007
38,female,MBA,8408,426.6
59,male,PhD,16173,2163.25
43,male,None,8772,499.4000000000001
43,male,BA,9225,590.0
59,male,None,10382,821.4000000000001
58,female,MBA,10186,782.2
47,male,BA,10388,822.6000000000001
49,female,BA,8584,461.80000000000007
39,female,PhD,10664,877.8000000000002
23,female,None,3480,0.0
42,female,MA,8565,458.0
47,female,MA,10395,824.0
41,male,None,9053,555.6000000000001
28,female,BA,4847,40.41
21,male,MA,8581,461.20000000000005
37,male,None,7312,276.20000000000005
39,female,MBA,7087,253.70000000000005
58,female,PhD,11402,1025.4
45,female,PhD,10051,755.2
58,male,MA,14096,1644.0
37,male,None,7567,301.70000000000005
36,female,None,5928,137.8
22,male,PhD,9304,605.8
42,male,BA,8996,544.2
34,female,PhD,8168,378.6
33,female,MBA,6656,210.60000000000002
47,male,MBA,10795,904.0
39,female,MBA,8460,437.0
35,female,PhD,10109,766.8000000000002
43,male,None,7783,323.3
30,female,BA,5400,85.0
56,male,MA,13679,1539.75
47,male,PhD,14727,1801.75
31,male,BA,7399,284.90000000000003
53,female,PhD,12345,1214.0
52,female,MBA,10854,915.8000000000002
26,female,None,4092,17.759999999999998
22,female,MA,6694,214.40000000000003
37,female,PhD,8838,512.6000000000001
32,female,BA,5506,95.60000000000002
57,female,MBA,9593,663.6000000000001
51,female,None,8983,541.6000000000001
50,female,BA,7766,321.6
20,male,BA,5916,136.60000000000002
47,male,PhD,14218,1674.5
38,female,BA,6014,146.4
41,male,None,9032,551.4000000000001
42,male,BA,8562,457.4000000000001
36,male,MBA,9928,730.6000000000001
48,male,PhD,13460,1485.0
56,male,PhD,15316,1949.0
20,female,MBA,4676,35.28
52,female,None,8568,458.6
27,female,BA,5133,58.30000000000001
58,male,BA,12136,1172.2
53,female,PhD,12855,1333.75
27,male,MBA,8168,378.6
32,female,BA,6148,159.8
40,male,BA,8203,385.6
29,female,MA,7143,259.3
49,female,BA,7346,279.6
33,male,PhD,10965,938.0
43,female,MA,8439,432.80000000000007
30,female,MA,7475,292.5
29,female,MA,6612,206.20000000000005
32,male,PhD,10292,803.4000000000001
28,female,BA,5378,82.80000000000001
51,female,None,8487,442.4000000000001
48,female,None,5940,139.0
44,female,None,6384,183.40000000000003
30,male,MBA,8300,405.0
34,female,MA,8884,521.8
49,male,MBA,11821,1109.2
20,male,MA,7877,332.70000000000005
22,female,PhD,6798,224.8
51,female,MA,10947,934.4000000000001
28,male,None,6536,198.60000000000002
23,male,PhD,8943,533.6000000000001
28,female,MA,6875,232.5
39,female,MBA,7922,337.20000000000005
46,female,MBA,9896,724.2
38,female,PhD,9228,590.6000000000001
41,male,MA,11651,1075.2
35,female,PhD,8576,460.20000000000005
58,male,MBA,11140,973.0
52,male,MA,14150,1657.5
30,female,PhD,8302,405.4000000000001
46,female,MA,9634,671.8
24,male,BA,6976,242.60000000000002
56,male,MBA,11210,987.0
36,female,BA,6291,174.10000000000002
35,male,MA,9812,707.4000000000001
42,male,BA,9687,682.4000000000001
50,male,MBA,10892,923.4000000000001
36,male,MBA,9674,679.8000000000002
37,female,BA,7384,283.40000000000003
46,female,PhD,11132,971.4000000000001
33,male,BA,7197,264.70000000000005
42,male,None,7464,291.40000000000003
49,male,None,10626,870.2
28,female,None,3968,14.04
44,female,BA,7527,297.70000000000005
21,female,BA,4004,15.12
40,female,PhD,8812,507.4000000000001
39,female,BA,5758,120.80000000000001
30,female,MBA,6064,151.40000000000003
46,male,MA,12474,1239.8000000000002
20,female,MA,6003,145.3
34,male,None,7310,276.0
47,male,BA,9236,592.2
54,male,MBA,11114,967.8000000000002
20,female,MBA,5190,64.0
48,male,MA,13451,1482.75
58,female,MA,10266,798.2
53,male,PhD,14424,1726.0
49,female,None,6190,164.0
28,male,BA,7206,265.6
47,male,None,8240,393.0
23,female,MBA,5262,71.20000000000002
43,male,None,7461,291.1
25,female,BA,4783,38.49
31,male,None,6639,208.90000000000003
41,male,PhD,11257,996.4000000000001
30,male,None,6390,184.0
59,male,MA,15962,2110.5
52,male,MA,11345,1014.0
25,male,MA,8334,411.80000000000007
32,female,PhD,8444,433.80000000000007
59,female,None,8148,374.6
48,female,BA,7985,343.5
34,female,MBA,7436,288.6
43,female,None,5668,111.80000000000001
42,female,None,7070,252.0
20,male,BA,5909,135.9
36,female,BA,6266,171.60000000000002
41,male,PhD,12148,1174.6000000000001
23,male,PhD,9619,668.8
42,male,BA,10395,824.0
49,male,PhD,14458,1734.5
26,female,None,4044,16.32
21,female,MBA,5063,51.30000000000001
31,male,MBA,8133,371.6
25,female,BA,4934,43.019999999999996
28,female,None,4024,15.719999999999999
46,male,None,7990,344.0
35,female,BA,6207,165.7
52,male,None,10952,935.4000000000001
26,female,MBA,5738,118.80000000000001
52,male,MBA,13060,1385.0
30,female,BA,5467,91.70000000000002
49,female,MBA,10316,808.2
47,female,MBA,8589,462.80000000000007
33,male,None,6898,234.8
47,female,MA,9726,690.2
54,female,MBA,8162,377.4000000000001
46,female,MBA,9592,663.4000000000001
38,female,MA,9030,551.0
56,female,MBA,11378,1020.6000000000001
55,female,None,8985,542.0
26,male,MBA,8156,376.20000000000005
59,male,MBA,12949,1357.25
53,female,MBA,9442,633.4000000000001
49,female,MBA,8643,473.60000000000014
41,female,None,6150,160.0
46,female,MA,9028,550.6000000000001
25,male,MBA,7705,315.5
32,male,PhD,10716,888.2
41,male,None,8423,429.6
21,female,MBA,5401,85.10000000000002
27,female,BA,5246,69.60000000000002
41,male,MBA,10498,844.6000000000001
59,male,None,12176,1180.2
33,female,None,4573,32.19
22,male,None,5380,83.0
37,male,MBA,9027,550.4000000000001
58,male,None,11688,1082.6000000000001
32,male,MA,9971,739.2
23,male,MA,8339,412.80000000000007
49,female,None,6654,210.40000000000003
43,female,PhD,11408,1026.6000000000001
29,female,MBA,6125,157.5
20,male,BA,5918,136.8
22,male,BA,6147,159.7
46,male,MA,11953,1135.6000000000001
27,male,MA,9729,690.8000000000002
22,female,BA,4443,28.29
27,male,MBA,8065,358.0
32,female,PhD,8740,493.0
58,male,PhD,15926,2101.5
39,male,BA,9660,677.0
55,male,None,9060,557.0
25,male,PhD,9873,719.6000000000001
45,female,None,6900,235.0
21,male,PhD,9315,608.0
29,male,PhD,10091,763.2
41,female,MBA,9138,572.6000000000001
42,female,PhD,10526,850.2
40,female,MBA,8164,377.80000000000007
39,female,PhD,9892,723.4000000000001
58,male,None,12562,1260.5
21,female,None,3109,0.0
20,female,MA,5985,143.5
52,male,None,10312,807.4000000000001
20,male,BA,6141,159.10000000000002
40,male,MBA,9794,703.8000000000002
51,female,PhD,9873,719.6000000000001
58,female,BA,9938,732.6000000000001
48,female,MA,9329,610.8
52,female,BA,9862,717.4000000000001
22,female,MA,6779,222.90000000000003
44,male,MA,12659,1284.75
32,female,PhD,8976,540.2
33,female,MA,7251,270.1
29,female,BA,5105,55.5
57,female,BA,10024,749.8000000000002
42,male,BA,8433,431.6
42,male,PhD,13042,1380.5
51,female,MA,9477,640.4000000000001
57,female,PhD,10205,786.0
28,female,None,4120,18.599999999999998
20,female,None,3000,0.0
51,male,PhD,12407,1226.4
30,male,PhD,10162,777.4000000000001
28,male,PhD,9668,678.6000000000001
57,female,BA,9861,717.2
21,male,BA,5978,142.8
56,male,PhD,12460,1237.0
38,female,None,5376,82.60000000000002
23,male,MBA,7579,302.90000000000003
36,male,PhD,11272,999.4000000000001
52,female,BA,10296,804.2
47,female,PhD,10809,906.8000000000002
38,male,None,7124,257.40000000000003
54,female,PhD,11846,1114.2
31,female,None,4353,25.59
24,male,MA,8497,444.4000000000001
30,female,BA,5931,138.10000000000002
30,male,MBA,8502,445.4000000000001
27,male,None,5980,143.0
59,male,BA,11309,1006.8000000000002
28,female,None,4384,26.52
55,male,None,8640,473.0
22,male,MA,8109,366.80000000000007
34,male,None,6624,207.40000000000003
43,female,MA,9156,576.2
54,female,None,7862,331.20000000000005
55,female,BA,10722,889.4000000000001
57,male,BA,10806,906.2
32,male,None,7280,273.0
47,female,MBA,8096,364.20000000000005
27,female,MBA,5976,142.60000000000002
31,female,MBA,6837,228.70000000000005
31,female,None,4100,18.0
59,male,None,11630,1071.0
20,male,PhD,9308,606.6000000000001
52,male,None,9928,730.6000000000001
47,male,MA,12656,1284.0
43,female,PhD,10403,825.6000000000001
47,female,MBA,10450,835.0
31,female,PhD,8813,507.60000000000014
58,female,MBA,9216,588.2
45,female,MBA,8115,368.0
42,female,MBA,7310,276.0
23,male,MA,7790,324.0
42,female,PhD,9916,728.2
50,female,MBA,10536,852.2
20,female,PhD,7692,314.20000000000005
28,female,MBA,6354,180.40000000000003
42,male,MBA,10028,750.6000000000001
51,male,MA,11893,1123.6000000000001
35,male,MA,9746,694.2
21,female,None,3134,0.0
47,female,None,5727,117.70000000000002
50,female,MBA,9580,661.0
47,male,None,8105,366.0
33,male,MBA,9516,648.2
50,male,None,10100,765.0
41,male,MBA,9831,711.2
25,female,None,3615,3.4499999999999997
28,female,PhD,8240,393.0
49,male,BA,9593,663.6000000000001
59,female,BA,11438,1032.6000000000001
46,male,MA,11972,1139.4
30,male,None,6430,188.0
51,female,BA,9010,547.0
32,female,PhD,7780,323.0
51,female,PhD,13126,1401.5
29,male,PhD,10899,924.8000000000002
44,male,MBA,11774,1099.8000000000002
50,male,MA,13022,1375.5
40,female,MA,9721,689.2
58,female,None,6800,225.0
23,female,PhD,7080,253.0
32,female,MA,7713,316.3
43,female,MA,9202,585.4000000000001
57,female,BA,10174,779.8000000000002
36,female,MA,7358,280.8
57,male,PhD,16806,2321.5
25,male,BA,6443,189.3
47,female,MBA,9825,710.0
33,male,PhD,11337,1012.4000000000001
